isoform,compare,Freq,fc,log2FC,uncertainty,isoform_compare,gene_id,gene_name,gene_type,transcript_name,transcript_type,transcript_length,exon_count,junction_count,classification
ENST00000567540,D5/D6,2,3.256872836,1.694646005,11.03718986,ENST00000567540.1 D5/D6,ENSG00000260077.1,ENSG00000260077,lncRNA,ENST00000567540,lncRNA,1572,1,0,Low Confidence
ENST00000567617,F7/D6,3,0.642810478,-0.639700836,3.921483541,ENST00000567617.1 F7/D6,ENSG00000167173.19,C15orf39,protein_coding,C15orf39-207,protein_coding,4249,2,1,Low Confidence
ENST00000567617,M8/D6,3,0.712850678,-0.488869162,1.942266337,ENST00000567617.1 M8/D6,ENSG00000167173.19,C15orf39,protein_coding,C15orf39-207,protein_coding,4249,2,1,Medium Confidence
ENST00000567954,M8/D6,2,0.795551285,-0.329982798,0.36554742,ENST00000567954.6 M8/D6,ENSG00000102897.10,LYRM1,protein_coding,LYRM1-208,protein_coding,1378,4,3,Low Confidence
ENST00000568000,D5/D6,3,1.827642344,0.869655982,1.507257249,ENST00000568000.6 D5/D6,ENSG00000174943.11,KCTD13,protein_coding,KCTD13-208,protein_coding,1716,6,5,High Confidence
ENST00000568115,D5/D6,3,0.384150384,-1.387451468,6.962569432,ENST00000568115.5 D5/D6,ENSG00000103528.17,SYT17,protein_coding,SYT17-207,protein_coding,1721,7,6,Low Confidence
ENST00000568457,D5/D6,3,0.595153118,-0.748688663,0.385398462,ENST00000568457.1 D5/D6,ENSG00000260997.1,ENSG00000260997,lncRNA,ENST00000568457,lncRNA,1911,1,0,High Confidence
ENST00000568479,D5/D6,2,1.151040134,0.202927273,0.388101786,ENST00000568479.2 D5/D6,ENSG00000067992.17,PDK3,protein_coding,PDK3-203,protein_coding,12720,12,11,Low Confidence
ENST00000568479,M8/D6,2,1.177473944,0.235493738,1.67079725,ENST00000568479.2 M8/D6,ENSG00000067992.17,PDK3,protein_coding,PDK3-203,protein_coding,12720,12,11,Low Confidence
ENST00000568556,M8/D6,3,1.292041052,0.369315529,1.519022254,ENST00000568556.2 M8/D6,ENSG00000261740.7,BOLA2-SMG1P6,protein_coding,BOLA2-SMG1P6-203,nonsense_mediated_decay,1305,5,4,High Confidence
ENST00000568662,F7/D6,4,2.917947912,1.544822395,0.780858866,ENST00000568662.2 F7/D6,ENSG00000003249.15,DBNDD1,protein_coding,DBNDD1-205,protein_coding,1843,2,1,High Confidence
ENST00000568662,M8/D6,4,3.614434283,1.853506482,1.098944847,ENST00000568662.2 M8/D6,ENSG00000003249.15,DBNDD1,protein_coding,DBNDD1-205,protein_coding,1843,2,1,High Confidence
ENST00000569100,M8/D6,3,2.139851183,1.097007691,1.877975671,ENST00000569100.5 M8/D6,ENSG00000215252.12,GOLGA8B,protein_coding,GOLGA8B-209,retained_intron,6488,23,22,Medium Confidence
ENST00000569205,D5/D6,2,0.726194565,-0.461716346,1.414703747,ENST00000569205.5 D5/D6,ENSG00000260916.8,CCPG1,protein_coding,CCPG1-212,protein_coding,2970,8,7,Low Confidence
ENST00000569205,M8/D6,2,0.571399173,-0.807452069,0.563699909,ENST00000569205.5 M8/D6,ENSG00000260916.8,CCPG1,protein_coding,CCPG1-212,protein_coding,2970,8,7,Low Confidence
ENST00000569622,F7/D6,3,0.60702134,-0.720481453,1.446511463,ENST00000569622.6 F7/D6,ENSG00000261740.7,BOLA2-SMG1P6,protein_coding,BOLA2-SMG1P6-204,protein_coding,937,5,4,High Confidence
ENST00000569622,M8/D6,3,0.593111797,-0.7558972,4.018466388,ENST00000569622.6 M8/D6,ENSG00000261740.7,BOLA2-SMG1P6,protein_coding,BOLA2-SMG1P6-204,protein_coding,937,5,4,Low Confidence
ENST00000569669,D5/D6,3,1.811732876,0.85260925,5.842351925,ENST00000569669.6 D5/D6,ENSG00000261236.8,BOP1,protein_coding,BOP1-205,protein_coding,2428,16,15,Low Confidence
ENST00000569691,M8/D6,2,0.50967476,-0.972352511,0.135547845,ENST00000569691.2 M8/D6,ENSG00000261652.3,PIERCE2,protein_coding,PIERCE2-201,protein_coding,868,2,1,Low Confidence
ENST00000569715,M8/D6,4,1.56673411,0.643914174,4.268529065,ENST00000569715.5 M8/D6,ENSG00000179889.20,PDXDC1,protein_coding,PDXDC1-215,protein_coding,3775,22,21,Low Confidence
ENST00000570137,F7/D6,2,0.401434391,-1.316913404,1.439680557,ENST00000570137.7 F7/D6,ENSG00000166446.15,CDYL2,protein_coding,CDYL2-207,protein_coding,8427,7,6,Low Confidence
ENST00000570137,M8/D6,2,1.537542713,0.620619617,0.308639378,ENST00000570137.7 M8/D6,ENSG00000166446.15,CDYL2,protein_coding,CDYL2-207,protein_coding,8427,7,6,Low Confidence
ENST00000570267,D5/D6,3,1.623871741,0.699166001,1.377260926,ENST00000570267.3 D5/D6,ENSG00000259877.3,ZNF778-DT,lncRNA,ZNF778-DT-201,lncRNA,2494,1,0,High Confidence
ENST00000570309,F7/D6,2,1.472884959,0.55846839,1.563523321,ENST00000570309.1 F7/D6,ENSG00000262580.5,ENSG00000262580,lncRNA,ENST00000570309,lncRNA,4399,1,0,Low Confidence
ENST00000570646,D5/D6,3,1.256860604,0.329179881,2.123473043,ENST00000570646.6 D5/D6,ENSG00000103415.12,HMOX2,protein_coding,HMOX2-208,protein_coding,1673,6,5,Medium Confidence
ENST00000570752,F7/D6,2,1.80891027,0.851917723,6.656295386,ENST00000570752.5 F7/D6,ENSG00000059122.17,FLYWCH1,protein_coding,FLYWCH1-205,protein_coding_CDS_not_defined,3721,5,4,Low Confidence
ENST00000571024,D5/D6,2,0.68253845,-0.551780207,3.250226408,ENST00000571024.6 D5/D6,ENSG00000141552.18,ANAPC11,protein_coding,ANAPC11-204,protein_coding,668,3,2,Medium Confidence
ENST00000571024,M8/D6,2,0.711266475,-0.491934646,2.344809303,ENST00000571024.6 M8/D6,ENSG00000141552.18,ANAPC11,protein_coding,ANAPC11-204,protein_coding,668,3,2,Medium Confidence
ENST00000571133,D5/D6,3,1.304942149,0.382433819,3.305292226,ENST00000571133.6 D5/D6,ENSG00000171490.13,RSL1D1,protein_coding,RSL1D1-204,protein_coding,5440,9,8,Medium Confidence
ENST00000571133,F7/D6,2,1.108894358,0.149114046,0.330578463,ENST00000571133.6 F7/D6,ENSG00000171490.13,RSL1D1,protein_coding,RSL1D1-204,protein_coding,5440,9,8,Low Confidence
ENST00000571914,M8/D6,2,1.718523763,0.780157997,3.743894081,ENST00000571914.1 M8/D6,ENSG00000182612.11,TSPAN10,protein_coding,TSPAN10-202,protein_coding_CDS_not_defined,1896,2,1,Low Confidence
ENST00000572019,D5/D6,2,1.963424426,0.966275276,9.894446181,ENST00000572019.2 D5/D6,ENSG00000108559.13,NUP88,protein_coding,NUP88-203,nonsense_mediated_decay,5474,18,17,Low Confidence
ENST00000572179,D5/D6,3,0.605441129,-0.723952624,0.278616533,ENST00000572179.5 D5/D6,ENSG00000083457.12,ITGAE,protein_coding,ITGAE-207,protein_coding_CDS_not_defined,672,4,3,High Confidence
ENST00000572179,M8/D6,3,0.661290065,-0.596932534,1.411136752,ENST00000572179.5 M8/D6,ENSG00000083457.12,ITGAE,protein_coding,ITGAE-207,protein_coding_CDS_not_defined,672,4,3,High Confidence
ENST00000572195,D5/D6,2,0.919721159,-0.121122183,2.326730903,ENST00000572195.3 D5/D6,ENSG00000262664.3,OVCA2,protein_coding,OVCA2-201,protein_coding,1031,2,1,Medium Confidence
ENST00000572428,D5/D6,2,0.315133437,-1.668526173,5.953059863,ENST00000572428.5 D5/D6,ENSG00000166676.17,TVP23A,protein_coding,TVP23A-205,protein_coding,3256,6,5,Low Confidence
ENST00000572428,F7/D6,2,0.438825294,-1.189768499,4.538086005,ENST00000572428.5 F7/D6,ENSG00000166676.17,TVP23A,protein_coding,TVP23A-205,protein_coding,3256,6,5,Low Confidence
ENST00000572447,M8/D6,2,2.108355001,1.076022792,1.147642217,ENST00000572447.6 M8/D6,ENSG00000129195.16,PIMREG,protein_coding,PIMREG-205,protein_coding,1908,6,5,Low Confidence
ENST00000573126,D5/D6,2,1.898808351,0.887727494,22.4683267,ENST00000573126.1 D5/D6,ENSG00000129197.15,RPAIN,protein_coding,RPAIN-212,retained_intron,2728,5,4,Low Confidence
ENST00000573283,D5/D6,3,1.154233332,0.20543633,3.248606599,ENST00000573283.7 D5/D6,ENSG00000184009.13,ACTG1,protein_coding,ACTG1-205,protein_coding,1919,6,5,Medium Confidence
ENST00000573283,F7/D6,3,1.10709563,0.14604119,2.279249863,ENST00000573283.7 F7/D6,ENSG00000184009.13,ACTG1,protein_coding,ACTG1-205,protein_coding,1919,6,5,Medium Confidence
ENST00000573283,M8/D6,4,1.100566324,0.137365113,2.021692482,ENST00000573283.7 M8/D6,ENSG00000184009.13,ACTG1,protein_coding,ACTG1-205,protein_coding,1919,6,5,Medium Confidence
ENST00000573360,D5/D6,2,0.291817161,-1.777021564,1.480825606,ENST00000573360.5 D5/D6,ENSG00000166676.17,TVP23A,protein_coding,TVP23A-207,nonsense_mediated_decay,3677,8,7,Low Confidence
ENST00000573360,M8/D6,3,0.620050241,-0.704339723,9.895125986,ENST00000573360.5 M8/D6,ENSG00000166676.17,TVP23A,protein_coding,TVP23A-207,nonsense_mediated_decay,3677,8,7,Low Confidence
ENST00000573703,D5/D6,2,1.731700903,0.788176708,7.448382653,ENST00000573703.1 D5/D6,ENSG00000140750.17,ARHGAP17,protein_coding,ARHGAP17-213,retained_intron,1616,1,0,Low Confidence
ENST00000574081,F7/D6,3,0.74075033,-0.433182445,1.296875423,ENST00000574081.6 F7/D6,ENSG00000161929.15,SCIMP,protein_coding,SCIMP-203,protein_coding,2424,5,4,High Confidence
ENST00000574285,F7/D6,2,0.800611076,-0.321098657,1.942136568,ENST00000574285.2 F7/D6,ENSG00000182831.12,HAPSTR1,protein_coding,HAPSTR1-202,protein_coding,10359,3,2,Medium Confidence
ENST00000574322,F7/D6,2,0.909713709,-0.136567111,0.845841771,ENST00000574322.6 F7/D6,ENSG00000175826.12,CTDNEP1,protein_coding,CTDNEP1-210,protein_coding,1767,8,7,Low Confidence
ENST00000574924,D5/D6,2,0.786756068,-0.346012664,0.115947081,ENST00000574924.6 D5/D6,ENSG00000141552.18,ANAPC11,protein_coding,ANAPC11-210,protein_coding,722,4,3,Low Confidence
ENST00000574924,M8/D6,3,0.818653523,-0.289333514,2.141477321,ENST00000574924.6 M8/D6,ENSG00000141552.18,ANAPC11,protein_coding,ANAPC11-210,protein_coding,722,4,3,Medium Confidence
ENST00000575069,F7/D6,2,0.617064904,-1.201256539,70.94237844,ENST00000575069.6 F7/D6,ENSG00000185624.16,P4HB,protein_coding,P4HB-220,nonsense_mediated_decay,2485,11,10,Low Confidence
ENST00000575076,D5/D6,2,0.76571,-0.386992291,5.077756122,ENST00000575076.5 D5/D6,ENSG00000122390.19,NAA60,protein_coding,NAA60-229,protein_coding,2531,7,6,Low Confidence
ENST00000575094,D5/D6,3,0.331253225,-1.61103073,11.04091027,ENST00000575094.5 D5/D6,ENSG00000291107.1,ENSG00000291107,lncRNA,ENST00000575094,lncRNA,2612,4,3,Low Confidence
ENST00000575111,D5/D6,2,0.858522601,-0.220083831,0.405319232,ENST00000575111.5 D5/D6,ENSG00000108523.16,RNF167,protein_coding,RNF167-211,protein_coding,1757,9,8,Low Confidence
ENST00000575111,F7/D6,2,0.812771808,-0.299083622,0.285708783,ENST00000575111.5 F7/D6,ENSG00000108523.16,RNF167,protein_coding,RNF167-211,protein_coding,1757,9,8,Low Confidence
ENST00000575543,D5/D6,2,2.767128541,1.461471525,9.769714813,ENST00000575543.5 D5/D6,ENSG00000187838.17,PLSCR3,protein_coding,PLSCR3-210,retained_intron,1672,6,5,Low Confidence
ENST00000575771,F7/D6,3,0.774164246,-0.370988743,3.392281484,ENST00000575771.6 F7/D6,ENSG00000183011.14,NAA38,protein_coding,NAA38-205,protein_coding,520,3,2,Medium Confidence
ENST00000575882,D5/D6,3,3.067801952,1.616925415,1.399142178,ENST00000575882.6 D5/D6,ENSG00000141198.16,TOM1L1,protein_coding,TOM1L1-221,protein_coding,2168,16,15,High Confidence
ENST00000575882,F7/D6,2,1.835348,0.875951722,1.188593814,ENST00000575882.6 F7/D6,ENSG00000141198.16,TOM1L1,protein_coding,TOM1L1-221,protein_coding,2168,16,15,Low Confidence
ENST00000575882,M8/D6,3,3.306624126,1.724052423,3.006894843,ENST00000575882.6 M8/D6,ENSG00000141198.16,TOM1L1,protein_coding,TOM1L1-221,protein_coding,2168,16,15,Medium Confidence
ENST00000575890,D5/D6,2,1.567851068,0.645419194,6.826412463,ENST00000575890.1 D5/D6,ENSG00000263272.1,ENSG00000263272,lncRNA,ENST00000575890,lncRNA,1938,2,1,Low Confidence
ENST00000575963,D5/D6,3,1.408567611,0.494062504,1.069895249,ENST00000575963.1 D5/D6,ENSG00000204237.5,OXLD1,protein_coding,OXLD1-206,retained_intron,1600,1,0,High Confidence
ENST00000576892,D5/D6,2,1.588602102,0.667378363,2.29324352,ENST00000576892.8 D5/D6,ENSG00000262919.8,CCNQ,protein_coding,CCNQ-204,protein_coding,1253,5,4,Medium Confidence
ENST00000577038,D5/D6,2,0.444916788,-1.171904174,6.968718147,ENST00000577038.1 D5/D6,ENSG00000108960.9,MMD,protein_coding,MMD-203,protein_coding_CDS_not_defined,570,2,1,Low Confidence
ENST00000577038,M8/D6,2,0.602512395,-0.733351919,5.780960308,ENST00000577038.1 M8/D6,ENSG00000108960.9,MMD,protein_coding,MMD-203,protein_coding_CDS_not_defined,570,2,1,Low Confidence
ENST00000577164,D5/D6,2,0.655365808,-0.609669627,0.762470521,ENST00000577164.2 D5/D6,ENSG00000186594.16,MIR22HG,lncRNA,MIR22HG-212,lncRNA,2876,4,3,Low Confidence
ENST00000577281,D5/D6,2,0.459301835,-1.162766017,23.30453219,ENST00000577281.2 D5/D6,ENSG00000263680.2,ENSG00000263680,lncRNA,ENST00000577281,lncRNA,833,2,1,Low Confidence
ENST00000577571,D5/D6,3,0.802678398,-0.317821827,2.240714592,ENST00000577571.5 D5/D6,ENSG00000266094.8,RASSF5,protein_coding,RASSF5-201,protein_coding,3496,5,4,Medium Confidence
ENST00000577812,M8/D6,3,1.44814163,0.530639772,4.968721867,ENST00000577812.5 M8/D6,ENSG00000141562.19,NARF,protein_coding,NARF-208,retained_intron,2598,10,9,Low Confidence
ENST00000578049,M8/D6,3,0.854397264,-0.227085025,0.66471081,ENST00000578049.4 M8/D6,ENSG00000265808.4,SEC22B,protein_coding,SEC22B-201,protein_coding,6927,5,4,High Confidence
ENST00000578317,F7/D6,2,1.24568697,0.316896284,0.792387146,ENST00000578317.5 F7/D6,ENSG00000141030.13,COPS3,protein_coding,COPS3-215,nonsense_mediated_decay,1625,12,11,Low Confidence
ENST00000578921,F7/D6,3,0.715231768,-0.483873661,1.578373139,ENST00000578921.6 F7/D6,ENSG00000168461.13,RAB31,protein_coding,RAB31-207,protein_coding,3919,7,6,High Confidence
ENST00000578921,M8/D6,3,0.615378301,-0.700729764,1.387455347,ENST00000578921.6 M8/D6,ENSG00000168461.13,RAB31,protein_coding,RAB31-207,protein_coding,3919,7,6,High Confidence
ENST00000578963,F7/D6,2,1.644120448,0.704511662,13.26422297,ENST00000578963.5 F7/D6,ENSG00000105655.19,ISYNA1,protein_coding,ISYNA1-206,protein_coding,1691,8,7,Low Confidence
ENST00000579003,D5/D6,3,1.113925544,0.155544316,0.869554314,ENST00000579003.2 D5/D6,ENSG00000265206.6,MIR142HG,lncRNA,MIR142HG-201,lncRNA,1645,1,0,High Confidence
ENST00000579003,F7/D6,3,1.286555463,0.363437826,0.725978503,ENST00000579003.2 F7/D6,ENSG00000265206.6,MIR142HG,lncRNA,MIR142HG-201,lncRNA,1645,1,0,High Confidence
ENST00000579003,M8/D6,3,1.459148628,0.544994028,0.962494927,ENST00000579003.2 M8/D6,ENSG00000265206.6,MIR142HG,lncRNA,MIR142HG-201,lncRNA,1645,1,0,High Confidence
ENST00000579226,D5/D6,2,0.730536952,-0.452982234,0.397319677,ENST00000579226.5 D5/D6,ENSG00000101608.13,MYL12A,protein_coding,MYL12A-207,protein_coding,947,4,3,Low Confidence
ENST00000579226,M8/D6,3,0.539962369,-0.890058377,2.63808929,ENST00000579226.5 M8/D6,ENSG00000101608.13,MYL12A,protein_coding,MYL12A-207,protein_coding,947,4,3,Medium Confidence
ENST00000579248,F7/D6,2,1.198024274,0.260654698,0.183997009,ENST00000579248.5 F7/D6,ENSG00000265681.8,RPL17,protein_coding,RPL17-204,protein_coding,790,7,6,Low Confidence
ENST00000579248,M8/D6,2,0.732121591,-0.449932855,1.104675504,ENST00000579248.5 M8/D6,ENSG00000265681.8,RPL17,protein_coding,RPL17-204,protein_coding,790,7,6,Low Confidence
ENST00000579408,D5/D6,2,1.321617106,0.402303967,0.06432503,ENST00000579408.5 D5/D6,ENSG00000265681.8,RPL17,protein_coding,RPL17-205,protein_coding,859,6,5,Low Confidence
ENST00000579408,M8/D6,3,1.169928926,0.207997094,11.07170332,ENST00000579408.5 M8/D6,ENSG00000265681.8,RPL17,protein_coding,RPL17-205,protein_coding,859,6,5,Low Confidence
ENST00000579687,F7/D6,2,0.665676859,-0.587107743,0.151943792,ENST00000579687.5 F7/D6,ENSG00000108622.11,ICAM2,protein_coding,ICAM2-207,protein_coding,1154,6,5,Low Confidence
ENST00000579695,D5/D6,2,0.645996472,-0.634426917,7.459520574,ENST00000579695.5 D5/D6,ENSG00000172057.10,ORMDL3,protein_coding,ORMDL3-204,protein_coding,2106,4,3,Low Confidence
ENST00000579695,F7/D6,2,0.805308526,-0.315304829,6.354139296,ENST00000579695.5 F7/D6,ENSG00000172057.10,ORMDL3,protein_coding,ORMDL3-204,protein_coding,2106,4,3,Low Confidence
ENST00000579755,D5/D6,3,1.426489445,0.51225474,1.222152012,ENST00000579755.2 D5/D6,ENSG00000147889.18,CDKN2A,protein_coding,CDKN2A-214,protein_coding,1052,3,2,High Confidence
ENST00000579755,M8/D6,3,0.662177516,-0.595725926,2.647076659,ENST00000579755.2 M8/D6,ENSG00000147889.18,CDKN2A,protein_coding,CDKN2A-214,protein_coding,1052,3,2,Medium Confidence
ENST00000579788,D5/D6,3,1.274646087,0.350006117,0.792555068,ENST00000579788.6 D5/D6,ENSG00000108622.11,ICAM2,protein_coding,ICAM2-208,protein_coding,1135,5,4,High Confidence
ENST00000579788,F7/D6,3,0.729385579,-0.455283281,0.505453346,ENST00000579788.6 F7/D6,ENSG00000108622.11,ICAM2,protein_coding,ICAM2-208,protein_coding,1135,5,4,High Confidence
ENST00000579788,M8/D6,3,0.814952546,-0.295213312,0.09391563,ENST00000579788.6 M8/D6,ENSG00000108622.11,ICAM2,protein_coding,ICAM2-208,protein_coding,1135,5,4,High Confidence
ENST00000579847,D5/D6,3,1.158925476,0.207527805,5.926494735,ENST00000579847.5 D5/D6,ENSG00000133313.15,CNDP2,protein_coding,CNDP2-209,protein_coding,2653,12,11,Low Confidence
ENST00000579978,M8/D6,2,0.793169445,-0.335508361,4.09284159,ENST00000579978.5 M8/D6,ENSG00000141552.18,ANAPC11,protein_coding,ANAPC11-217,protein_coding,575,3,2,Low Confidence
ENST00000580018,D5/D6,3,1.215381256,0.281393495,0.326912263,ENST00000580018.4 D5/D6,ENSG00000265354.4,TIMM23,protein_coding,TIMM23-201,protein_coding,1190,7,6,High Confidence
ENST00000580180,D5/D6,3,1.838699458,0.878642752,0.545539393,ENST00000580180.6 D5/D6,ENSG00000175061.20,SNHG29,lncRNA,SNHG29-221,lncRNA,897,4,3,High Confidence
ENST00000580180,F7/D6,3,1.360872527,0.443970159,1.969717231,ENST00000580180.6 F7/D6,ENSG00000175061.20,SNHG29,lncRNA,SNHG29-221,lncRNA,897,4,3,Medium Confidence
ENST00000580261,D5/D6,2,1.112513439,0.146986026,9.712342061,ENST00000580261.6 D5/D6,ENSG00000265681.8,RPL17,protein_coding,RPL17-208,protein_coding,614,7,6,Low Confidence
ENST00000580261,M8/D6,2,0.759252576,-0.397654922,2.061845543,ENST00000580261.6 M8/D6,ENSG00000265681.8,RPL17,protein_coding,RPL17-208,protein_coding,614,7,6,Medium Confidence
ENST00000580469,M8/D6,2,2.491002346,1.316678084,0.818238074,ENST00000580469.1 M8/D6,ENSG00000243156.9,MICAL3,protein_coding,MICAL3-217,protein_coding_CDS_not_defined,3622,6,5,Low Confidence
ENST00000580994,F7/D6,2,0.700776576,-0.512978913,0.272862742,ENST00000580994.5 F7/D6,ENSG00000125454.12,SLC25A19,protein_coding,SLC25A19-210,protein_coding,1554,8,7,Low Confidence
ENST00000581066,D5/D6,3,1.288665384,0.359224094,6.863260407,ENST00000581066.2 D5/D6,ENSG00000266472.6,MRPS21,protein_coding,MRPS21-201,protein_coding,1462,2,1,Low Confidence
ENST00000581230,D5/D6,2,1.236395931,0.306001856,1.387856517,ENST00000581230.5 D5/D6,ENSG00000108654.16,DDX5,protein_coding,DDX5-215,retained_intron,3558,12,11,Low Confidence
ENST00000581230,F7/D6,3,1.466301945,0.551871471,1.474247382,ENST00000581230.5 F7/D6,ENSG00000108654.16,DDX5,protein_coding,DDX5-215,retained_intron,3558,12,11,High Confidence
ENST00000581230,M8/D6,3,1.616070131,0.690503109,3.746396166,ENST00000581230.5 M8/D6,ENSG00000108654.16,DDX5,protein_coding,DDX5-215,retained_intron,3558,12,11,Low Confidence
ENST00000581486,D5/D6,2,1.005514325,0.005792482,5.444140634,ENST00000581486.6 D5/D6,ENSG00000266412.6,NCOA4,protein_coding,NCOA4-204,protein_coding,3461,10,9,Low Confidence
ENST00000581982,D5/D6,2,0.45458192,-1.148340777,12.27573479,ENST00000581982.5 D5/D6,ENSG00000150637.9,CD226,protein_coding,CD226-206,protein_coding,2157,5,4,Low Confidence
ENST00000581982,F7/D6,2,0.742860526,-0.437367886,10.84298539,ENST00000581982.5 F7/D6,ENSG00000150637.9,CD226,protein_coding,CD226-206,protein_coding,2157,5,4,Low Confidence
ENST00000582401,D5/D6,4,0.478776088,-1.063160767,1.629222403,ENST00000582401.6 D5/D6,ENSG00000265972.6,TXNIP,protein_coding,TXNIP-204,protein_coding,2905,8,7,High Confidence
ENST00000582556,M8/D6,3,5.67003576,2.296334438,32.41854597,ENST00000582556.5 M8/D6,ENSG00000161970.15,RPL26,protein_coding,RPL26-205,protein_coding,763,4,3,Low Confidence
ENST00000582621,D5/D6,2,0.420095975,-1.251696826,2.599733962,ENST00000582621.6 D5/D6,ENSG00000150637.9,CD226,protein_coding,CD226-207,protein_coding,12518,6,5,Medium Confidence
ENST00000582621,F7/D6,2,0.759501855,-0.397114805,1.824635276,ENST00000582621.6 F7/D6,ENSG00000150637.9,CD226,protein_coding,CD226-207,protein_coding,12518,6,5,Medium Confidence
ENST00000582770,D5/D6,3,2.809602034,1.486225427,5.444971778,ENST00000582770.6 D5/D6,ENSG00000105655.19,ISYNA1,protein_coding,ISYNA1-210,nonsense_mediated_decay,1654,10,9,Low Confidence
ENST00000583313,D5/D6,2,1.124300259,0.162668066,9.368634316,ENST00000583313.7 D5/D6,ENSG00000265241.8,RBM8A,protein_coding,RBM8A-204,protein_coding,4909,6,5,Low Confidence
ENST00000583313,F7/D6,2,0.967083843,-0.049821996,4.610340175,ENST00000583313.7 F7/D6,ENSG00000265241.8,RBM8A,protein_coding,RBM8A-204,protein_coding,4909,6,5,Low Confidence
ENST00000583313,M8/D6,2,0.937560328,-0.096149746,6.583376174,ENST00000583313.7 M8/D6,ENSG00000265241.8,RBM8A,protein_coding,RBM8A-204,protein_coding,4909,6,5,Low Confidence
ENST00000583509,D5/D6,2,1.342181873,0.424579701,0.081366794,ENST00000583509.7 D5/D6,ENSG00000162836.12,ACP6,protein_coding,ACP6-205,protein_coding,6956,10,9,Low Confidence
ENST00000583509,F7/D6,2,1.49332608,0.578521069,0.336233617,ENST00000583509.7 F7/D6,ENSG00000162836.12,ACP6,protein_coding,ACP6-205,protein_coding,6956,10,9,Low Confidence
ENST00000584063,D5/D6,2,1.087298638,0.120691584,0.886269086,ENST00000584063.5 D5/D6,ENSG00000108465.15,CDK5RAP3,protein_coding,CDK5RAP3-231,retained_intron,2759,12,11,Low Confidence
ENST00000584164,M8/D6,2,1.939940255,0.955955706,0.885127438,ENST00000584164.6 M8/D6,ENSG00000161970.15,RPL26,protein_coding,RPL26-208,protein_coding,870,4,3,Low Confidence
ENST00000584689,D5/D6,2,0.6888179,-0.53839843,2.866514172,ENST00000584689.6 D5/D6,ENSG00000141526.18,SLC16A3,protein_coding,SLC16A3-216,protein_coding,2667,5,4,Medium Confidence
ENST00000584895,D5/D6,2,1.402660989,0.48679284,4.361532969,ENST00000584895.5 D5/D6,ENSG00000215472.10,RPL17-C18orf32,protein_coding,RPL17-C18orf32-203,protein_coding,1440,7,6,Low Confidence
ENST00000584924,M8/D6,2,1.468757114,0.554398509,1.653844877,ENST00000584924.5 M8/D6,ENSG00000141293.16,SKAP1,protein_coding,SKAP1-208,protein_coding,1477,12,11,Low Confidence
ENST00000585124,D5/D6,2,1.478759079,0.563979681,2.376005009,ENST00000585124.6 D5/D6,ENSG00000178999.13,AURKB,protein_coding,AURKB-214,protein_coding,1243,9,8,Medium Confidence
ENST00000585124,M8/D6,2,2.444497599,1.28876513,3.272362772,ENST00000585124.6 M8/D6,ENSG00000178999.13,AURKB,protein_coding,AURKB-214,protein_coding,1243,9,8,Medium Confidence
ENST00000585132,F7/D6,3,2.168812527,1.11659577,1.458015897,ENST00000585132.5 F7/D6,ENSG00000266412.6,NCOA4,protein_coding,NCOA4-207,protein_coding,3489,10,9,High Confidence
ENST00000585132,M8/D6,3,1.752572362,0.808992993,1.815014306,ENST00000585132.5 M8/D6,ENSG00000266412.6,NCOA4,protein_coding,NCOA4-207,protein_coding,3489,10,9,Medium Confidence
ENST00000585202,D5/D6,3,1.349921804,0.43203386,2.406046546,ENST00000585202.5 D5/D6,ENSG00000161547.17,SRSF2,protein_coding,SRSF2-208,nonsense_mediated_decay,1359,4,3,Medium Confidence
ENST00000585517,D5/D6,2,0.543475936,-0.880680456,3.662991496,ENST00000585517.5 D5/D6,ENSG00000168610.16,STAT3,protein_coding,STAT3-211,protein_coding,3319,24,23,Medium Confidence
ENST00000585675,M8/D6,2,0.816533168,-0.29254613,1.339941477,ENST00000585675.6 M8/D6,ENSG00000119559.17,C19orf25,protein_coding,C19orf25-203,protein_coding,2243,3,2,Low Confidence
ENST00000585731,F7/D6,2,0.583069928,-0.778535932,1.958547756,ENST00000585731.5 F7/D6,ENSG00000071564.19,TCF3,protein_coding,TCF3-204,protein_coding,1222,3,2,Medium Confidence
ENST00000585809,D5/D6,3,1.23112116,0.299893454,0.742361626,ENST00000585809.6 D5/D6,ENSG00000065268.11,WDR18,protein_coding,WDR18-202,protein_coding,1521,10,9,High Confidence
ENST00000585809,F7/D6,3,0.793023731,-0.335006949,1.745963451,ENST00000585809.6 F7/D6,ENSG00000065268.11,WDR18,protein_coding,WDR18-202,protein_coding,1521,10,9,High Confidence
ENST00000585809,M8/D6,4,0.665977267,-0.586465595,0.21953226,ENST00000585809.6 M8/D6,ENSG00000065268.11,WDR18,protein_coding,WDR18-202,protein_coding,1521,10,9,High Confidence
ENST00000585916,M8/D6,2,1.269074552,0.343624178,1.454605428,ENST00000585916.6 M8/D6,ENSG00000078043.16,PIAS2,protein_coding,PIAS2-204,protein_coding,11243,14,13,Low Confidence
ENST00000585931,D5/D6,2,1.760828863,0.814275973,5.233867581,ENST00000585931.5 D5/D6,ENSG00000168675.19,LDLRAD4,protein_coding,LDLRAD4-205,protein_coding,2118,4,3,Low Confidence
